code,name,pe,2018_profit,2017_profit,,2016_profit,,2015_profit,,2014_profit
1580,大森控股,0,0,73.8,,79.76,,0,,0
157,自然美,8.971,0,147,-25.00%,196,15.29%,170,46.55%,116
484,云游控股,-7.774,0,73.14,,-383,,-124,,-36.47
206,ＴＳＣ集团,22.174,0,-80.06,-25.18%,-107,-1726.14%,6.58,-76.10%,27.53
195,利海资源,-3.464,0,71.82,,173,,-219,,-2.07
1140,东英金融投资,103.448,88.97,16.08,-25.69%,21.64,-124.66%,-87.76,#DIV/0!,0
6816,PROSPER CONS,0,0,71.29,,84.04,,0,,0
677,金源米业,0,53.18,70.93,,-35.25,,124,,0
738,莱尔斯丹,5.902,85.53,124,-26.63%,169,-44.77%,306,#DIV/0!,0
6881,中国银河,2.951,0,4809,-26.88%,6577,-49.92%,13134,162.52%,5003
1372,比速科技,-26.506,0,69.89,,-32.35,,19.05,,0
1830,必瘦站,17.931,251,112,-27.27%,154,-9.41%,170,#DIV/0!,0
364,坪山茶业,-3.604,0,69.57,,-862,,-706,,-357
1378,中国宏桥,10.663,0,7092,-27.37%,9764,85.66%,5259,-28.23%,7328
1118,高力集团,0,0,69.17,,111,,125,,142
1055,中国南方航空股份,11.74,0,9156,-27.40%,12612,-6.15%,13438,183.02%,4748
2112,优库资源,556.667,0,4.02,-28.09%,5.59,104.76%,2.73,-7.77%,2.96
535,金地商置,8.144,0,2752,-28.20%,3833,69.90%,2256,138.73%,945
165,中国光大控股,4.404,0,4315,-28.24%,6013,287.69%,1551,-13.79%,1799
449,志高控股,-0.827,0,66.7,,86.12,,-653,,-8.57
1836,九兴控股,10.739,0,63.24,-28.35%,88.26,-31.58%,129,-5.15%,136
281,川河集团,4.872,0,93.59,-29.10%,132,374.48%,27.82,-59.54%,68.76
17,新世界发展,11.287,0,11751,-29.14%,16583,-40.71%,27971,66.27%,16823
2289,创美药业,20.699,0,55.92,-30.00%,79.89,92.14%,41.58,#DIV/0!,0
912,信佳国际,7.197,82.93,61.67,-30.43%,88.65,-50.20%,178,#DIV/0!,0
1175,鲜驰达控股,2.479,14.73,49.39,-30.99%,71.57,23.89%,57.77,#DIV/0!,0
619,南华金融,-14.5,0,63.54,,-47.08,,2.6,,-61.97
118,大同机械,-1.3,0,63.35,,-270,,-24.68,,7.12
908,珠海控股投资,10.227,0,369,-31.03%,535,13.35%,472,71.64%,275
1026,环球实业科技,0,0,62.3,,60.31,,-56.13,,13.02
1198,皇朝家h,-10.492,0,61.81,,22.82,,-113,,-163
858,精优药业,11.214,29.19,18.93,-31.14%,27.49,-95.05%,555,#DIV/0!,0
141,大中华集团,0,0,61.59,,17.58,,11.86,,186
574,百信药业,3.407,0,19.5,-31.43%,28.44,-64.70%,80.57,#DIV/0!,0
6865,福莱特玻璃,3.019,0,499,-31.92%,733,36.75%,536,#DIV/0!,0
1375,中州证券,3.87,0,674,-32.12%,993,-47.49%,1891,150.46%,755
1148,新晨动力,3.413,0,154,-32.46%,228,-15.87%,271,-14.51%,317
711,亚洲联合基建控股,3.411,230,236,-32.57%,350,141.38%,145,#DIV/0!,0
1047,毅兴行,0,0,59.17,,-4.54,,43.46,,26.68
716,胜狮货柜,-131.111,0,58.39,,-58.35,,8.94,,52.52
213,NATIONAL ELEC H,4.958,254,169,-32.67%,251,88.72%,133,#DIV/0!,0
2111,超盈国际控股,7.589,0,360,-32.84%,536,29.47%,414,36.18%,304
1229,南南资源,-3.077,42.62,57.42,,-73.54,,7.14,,0
697,首长国际企业,-0.516,0,57.29,,-427,,-3894,,-2042
2662,承兴国际控股,-122.83,0,57.26,,-50.83,,-77.78,,-265
753,中国国航,10,0,11756,-32.95%,17533,12.74%,15552,114.16%,7262
1533,庄园牧场,9.316,0,70.79,-33.22%,106,-2.75%,109,#DIV/0!,0
699,神州租车,10.29,0,1175,-33.24%,1760,5.45%,1669,225.34%,513
63,中国烯谷集团,0,0,56.67,,-43.95,,-26.47,,-24.04
222,闽信集团,0,0,56.06,,-165,,-21.92,,46
6168,中国优通,34.848,0,-147,-35.53%,-228,-503.61%,56.49,-36.66%,89.19
75,渝太地产,0,0,55.71,,366,,562,,508
2326,百灵达国际控股,4.111,310,144,-35.71%,224,676.70%,28.84,#DIV/0!,0
193,冠中地产,-2.278,0,53.9,,-141,,-59.39,,-90.09
229,利民实业,12.895,0,46.64,-35.85%,72.7,62.46%,44.75,1.31%,44.17
6898,中国铝罐,7.32,0,78.55,-36.14%,123,26.22%,97.45,186.36%,34.03
751,创维数码,3.966,908,1984,-37.02%,3150,-24.57%,4176,#DIV/0!,0
287,永发置业,0,364,53.33,,6.05,,75.28,,0
6139,金茂酒店－ＳＳ,16.937,0,370,-37.39%,591,-27.75%,818,-41.61%,1401
1609,创建集团控股,0,41.72,53.3,,0,,0,,0
1194,麦盛资本,-9.655,0,53.13,,-8.9,,212,,494
663,金山能源,0.269,0,-112,-37.43%,-179,-109.78%,1830,-199.13%,-1846
864,永利地产发展,0,0,52.45,,2.47,,28.88,,86.27
55,中星集团控股,-1.315,0,52.09,,86.72,,-68.27,,-79.58
2698,魏桥纺织,3.32,0,945,-37.62%,1515,14.17%,1327,196.87%,447
1884,ＥＰＲＩＮＴ集团,12.449,28.86,14.35,-37.85%,23.09,-37.07%,36.69,#DIV/0!,0
327,百富环球,7.328,0,428,-37.88%,689,4.71%,658,42.12%,463
695,东吴水泥,-51.538,0,50.49,,8.63,,-13.02,,11.49
1938,珠江钢管,30,0,-888,-38.46%,-1443,-1102.08%,144,-140.79%,-353
1456,国联证券,6.648,0,517,-39.88%,860,-56.78%,1990,#DIV/0!,0
554,汉思能源,-9.2,0,49.36,,-16.12,,-26.88,,-36.33
1900,中国智能交通,-1.493,0,49.09,,183,,-197,,-128
854,威雅利,-6.428,132,48.23,,-57.95,,42.35,,0
637,利记,-3.972,102,48.04,,-109,,36.48,,0
853,微创医疗,-136.364,0,47.86,,45.93,,10.02,,-39.37
2213,益华控股,0,0,47.77,,121,,40.15,,45.93
1060,阿里影业,38.333,-1613,-901,-40.09%,-1504,274.13%,-402,#DIV/0!,0
865,建德国际控股,0,0,46.99,,-504,,-8.31,,34.21
1633,上谕集团,0,-30.29,46.95,,0,,0,,0
1251,华油能源,-2.399,0,46.81,,-268,,-448,,204
1495,集一家居,4.773,0,20.59,-40.27%,34.47,-32.07%,50.74,#DIV/0!,0
685,世界华文媒体,4.024,-4.16,25.15,-41.02%,42.64,-24.05%,56.14,#DIV/0!,0
1002,威铖国际,-7.048,0,45.82,,-11.87,,4.55,,7.44
568,山东墨龙,-3.299,0,45.59,,-606,,-324,,15.59
2380,中国电力,2.693,0,3108,-41.92%,5351,-31.94%,7862,33.48%,5890
1129,中国水业集团,-23.788,0,45.11,,125,,-50.66,,291
2386,中石化炼化工程,18.854,0,1112,-42.53%,1935,-49.67%,3845,-4.80%,4039
423,经济日报集团,0,88.01,43.69,,64.97,,49.62,,0
1586,中国力鸿,0,0,43.14,,38.06,,0,,0
182,协合新能源,5.847,0,271,-42.95%,475,-13.48%,549,40.05%,392
127,华人置业,2.936,0,4126,-43.15%,7258,-11.44%,8196,-9.02%,9009
3822,三和建筑集团,2.13,7.47,98.87,-43.18%,174,-31.50%,254,#DIV/0!,0
599,怡邦行控股,4.046,54.38,50.79,-43.37%,89.68,10.13%,81.43,#DIV/0!,0
1151,依利安达,0,0,42.74,,16.57,,-756000,,5.93
34,九龙建业,8.163,0,446,-43.97%,796,-37.57%,1275,7.41%,1187
640,星谦发展,0,0,42.07,,36.6,,53.88,,52.81
794,锦胜集团（控股）,-5.495,135,41.98,,-48.42,,69.26,,0
1271,佳明集团控股,7.945,235,249,-44.04%,445,19.62%,372,#DIV/0!,0
400,科通芯城,11.242,0,353,-45.61%,649,43.27%,453,69.03%,268
6880,腾邦控股,0,0,41.32,,-15.01,,16,,0
94,绿心集团,-1.66,0,40.82,,-980000,,-616,,-183
31,航天控股,2.194,0,932,-45.91%,1723,-34.91%,2647,263.60%,728
1008,贵联控股,3.715,0,193,-45.94%,357,-24.04%,470,-19.80%,586
217,中国诚通发展集团,26.364,0,53.6,-46.01%,99.28,-21.21%,126,-901.02%,-15.73
294,长江制衣,132.857,17.1,12.56,-46.12%,23.31,203.91%,7.67,#DIV/0!,0
6896,金嗓子,4.879,0,94.2,-46.17%,175,-13.37%,202,#DIV/0!,0
1661,智美体育,18.421,0,72.29,-46.45%,135,101.91%,66.86,-81.22%,356
1289,盛力达科技,-2.21,0,38.52,,14.28,,-96.43,,142
262,迪臣发展国际,0,63.23,38.19,,220,,144,,0
1023,时代集团控股,5.946,0,236,-46.97%,445,-12.40%,508,-18.06%,620
3869,弘和仁爱医疗,0,0,37.75,,59.4,,0,,0
1418,盛诺集团,5.347,0,58.24,-47.53%,111,-54.51%,244,-1.21%,247
1217,中国创新投资,-4.2,0,37.01,,-54.17,,-138000,,-15.91
701,北海集团,8.222,0,58.25,-47.99%,112,-2.61%,115,-37.50%,184
727,皇冠环球集团,19.531,110,128,-48.59%,249,881.47%,25.37,#DIV/0!,0
1312,同方康泰,-54.286,0,35.97,,-20.13,,-26.99,,46.11
368,中外运航运,-4.596,0,35.56,,-246,,-86.09,,-27.57
990,荣晖国际,-32.8,0,35.32,,-23.91,,-23.73,,-22.25
852,海峡石油化工,28.947,0,20.99,-49.30%,41.4,-1.17%,41.89,-111.60%,-361
2223,卡撒天娇,-12.836,0,33.14,,14.59,,-14.39,,20.13
2358,久融控股,-16.9,0,33.12,,-32.46,,-43.38,,20.55
1419,盈健医疗,18.298,0,20.1,-49.90%,40.12,#DIV/0!,0,#DIV/0!,0
573,稻香控股,8.036,0,108,-50.00%,216,8.54%,199,-20.72%,251
902,华能国际电力股份,5.342,0,9183,-50.03%,18378,-36.94%,29143,15.30%,25275
370,国华,-7,0,32.54,,-16.46,,-49.32,,-28.01
138,中建富通,2.032,0,173,-50.85%,352,1.15%,348,0.87%,345
1349,复旦张江,22.024,0,76,-50.97%,155,1.31%,153,17.69%,130
1041,林达控股,-0.52,0,32.12,,-136,,-257,,129
132,中国兴业控股,0,0,31.9,,1.25,,13.58,,75.67
1581,进N集团控股,0,7.96,31.77,,0,,0,,0
539,冠华国际控股,1.079,349,138,-51.06%,282,-48.26%,545,#DIV/0!,0
6893,衍生集团,41.923,1.06,13.02,-51.74%,26.98,74.63%,15.45,#DIV/0!,0
104,ASIA COMM HOLD,-12.174,53,31.1,,-35.63,,-34.97,,0
290,中国富强金融,-10.167,-62.22,30.91,,-42.68,,-157,,0
1397,碧瑶绿色集团,0,0,29.84,,36.1,,36.28,,33.38
911,前海健康,-0.761,0,29.79,,-564,,-397,,231
609,天德化工,3.498,0,155,-52.31%,325,31.58%,247,15.96%,213
668,东银国际控股,-15.5,0,29.33,,-35.75,,-46.47,,-63.6
2333,长城汽车,5.161,0,5854,-52.31%,12276,32.28%,9280,0.39%,9244
927,富士高实业,0,66.31,28.92,,24.41,,15.35,,0
297,中化化肥,25.405,0,-2270,-52.89%,-4818,-1476.57%,350,28.68%,272
1305,伟志控股,-5.052,0,28.33,,6.78,,-37.66,,81.59
1305,伟志控股,-5.052,0,28.33,,6.78,,-37.66,,81.59
1305,伟志控股,-5.052,0,28.33,,6.78,,-37.66,,81.59
1305,伟志控股,-5.052,0,28.33,,6.78,,-37.66,,81.59
1985,美高域,0,35.89,28.09,,0,,0,,0
1057,浙江世宝,6.733,0,32.46,-53.37%,69.61,26.86%,54.87,39.19%,39.42
2113,东盈控股,0,10.93,27.15,,0,,0,,0
1662,义合控股,0,35.92,26.88,,113,,0,,0
2288,宏基资本,0,37.18,26.7,,-72.38,,38.01,,0
905,环球大通投资,0,0,26.47,,-87.07,,-64.05,,-17.6
1330,绿色动力环保,14.363,0,255,-53.47%,548,50.14%,365,15.51%,316
1623,海隆控股,9.292,0,225,-54.27%,492,15.76%,425,-20.71%,536
431,大中华金融,-0.783,0,26,,-967,,134,,-27.62
686,联合光伏,5.579,0,174,-54.57%,383,2.68%,373,-22.13%,479
1089,乐游科技控股,-88.889,0,25.1,,130,,-16.39,,-9.51
628,国美金融科技,0,0,24.91,,6.46,,-32.08,,0
1660,善乐国际,0,36.4,24.83,,0,,0,,0
1071,华电国际电力股份,3.82,0,4379,-55.67%,9879,-45.08%,17988,22.18%,14723
750,兴业太阳能,3.947,0,270,-56.94%,627,40.27%,447,-36.05%,699
1611,桐成控股,39.677,0,10.03,-57.17%,23.42,#DIV/0!,0,#DIV/0!,0
869,彩星玩具,3.202,0,74.13,-57.64%,175,-55.81%,396,-38.89%,648
829,神冠控股,8.113,0,65.33,-57.85%,155,-54.01%,337,-50.15%,676
250,中国数码信息,30.667,0,24.83,-59.34%,61.07,2.06%,59.84,-157.54%,-104
28,天安,1.121,0,2556,-59.43%,6300,102.77%,3107,93.95%,1602
1591,汛和集团,0,6.56,24.08,,0,,0,,0
3708,日成控股,28,0,6.9,-59.77%,17.15,4.00%,16.49,#DIV/0!,0
469,凯普松国际,0,0,23.1,,34.37,,14.25,,-137
1499,前进控股集团－新,53.571,34.66,15.07,-61.14%,38.78,#DIV/0!,0,#DIV/0!,0
278,华厦置业,0,24.65,21.95,,18.57,,18.33,,0
834,康大食品,0,0,21.69,,49,,18.96,,44.84
1064,中华国际,5.426,0,134,-61.16%,345,84.49%,187,47.24%,127
1612,永胜医疗,0,0,20.88,,48.15,,0,,0
907,高雅光学,-6.754,-13.89,20.8,,-92.43,,-88.24,,0
321,德永佳集团,4.513,468,520,-61.34%,1345,56.76%,858,#DIV/0!,0
658,中国高速传动,13.316,0,527,-61.45%,1367,1.48%,1347,338.76%,307
403,星光集团,0,-42.28,20.62,,102,,19.39,,0
981,中芯国际,19.008,0,125,-63.13%,339,52.70%,222,70.77%,130
445,中国消防,54.167,0,14.32,-63.86%,39.62,-0.78%,39.93,-108.13%,-491
3336,巨腾国际,1.821,0,263,-64.75%,746,-35.13%,1150,13.97%,1009
621,坛金矿业,1.267,-199,178,-64.82%,506,-351.74%,-201,#DIV/0!,0
1338,霸王集团,-5.489,0,19.23,,41.09,,-111,,-116
710,精电,2.774,0,20.63,-65.44%,59.7,-81.63%,325,19.05%,273
703,FUTURE ＢRIGHT,-515,0,18.96,,-2.5,,-43.28,,208
715,中泛控股,44.444,0,86.56,-66.32%,257,67.97%,153,27.50%,120
715,中泛控股,44.444,0,86.56,-66.32%,257,67.97%,153,27.50%,120
1989,松龄护老集团,0,18.92,17.39,,0,,0,,0
974,中国顺客隆,0,0,16.91,,34.47,,41.11,,0
715,中泛控股,44.444,0,86.56,-66.32%,257,67.97%,153,27.50%,120
715,中泛控股,44.444,0,86.56,-66.32%,257,67.97%,153,27.50%,120
538,味千（中国）,16.298,0,302,-67.42%,927,155.37%,363,-13.37%,419
465,富通科技,0,0,15.98,,59.85,,65.1,,108
387,力丰（集团）,0,0,15.96,,15.97,,6.39,,7.48
1637,顺兴集团控股,0,43.18,15.65,,0,,0,,0
1547,IＢI GROUP HLDGS,0,22.56,15.48,,0,,0,,0
1239,金宝宝控股,0,0,15.44,,52.99,,14.53,,22.19
1496,亚积邦租赁,0,26.3,15.28,,29.03,,0,,0
1496,亚积邦租赁,0,26.3,15.28,,29.03,,0,,0
1496,亚积邦租赁,0,26.3,15.28,,29.03,,0,,0
1496,亚积邦租赁,0,26.3,15.28,,29.03,,0,,0
237,安全货仓,2.49,499,283,-67.58%,873,41.03%,619,#DIV/0!,0
1667,进阶发展,0,20.77,14.88,,0,,0,,0
2193,万景控股,10.571,9.11,10.96,-67.86%,34.1,#DIV/0!,0,#DIV/0!,0
2028,映美控股,5,0,27.67,-68.02%,86.52,-26.68%,118,16.83%,101
1165,顺风清洁能源,16.875,0,-768,-68.05%,-2404,-2902.84%,85.77,-94.10%,1454
876,美加医学,-75,0,13.6,,9.25,,-35.27,,-125
2239,国微技术,0,0,13.57,,7,,0,,0
396,兴利（香港）控股,0,0,13.48,,14.95,,19.8,,37.82
3626,HSSP INTL,0,0,13.39,,7.85,,0,,0
997,普汇中金国际,37.407,-5.46,53.3,-68.08%,167,-319.28%,-76.16,#DIV/0!,0
886,银基集团,10.5,-133,6.2,-68.69%,19.8,-129.57%,-66.95,#DIV/0!,0
767,PACIFIC PLYWOOD,1.723,0,129,-69.43%,422,-393.06%,-144,619.28%,-20.02
137,金辉集团,-0.277,0,12.35,,-1433,,-2984,,-644
1626,嘉耀控股,0,0,12.25,,9.15,,9.01,,22.02
79,世纪建业,-9.032,0,11.56,,-25.97,,-18.04,,15.36
2166,芯智控股,0,0,11.38,,11.92,,0,,0
2399,虎都,14.54,0,63.94,-70.26%,215,-50.57%,435,5.84%,411
1532,中国派对文化,3.712,0,23.7,-70.73%,80.98,-19.82%,101,#DIV/0!,0
1028,千百度,9.868,0,80.91,-71.00%,279,-18.18%,341,0.00%,341
2199,维珍妮,14.194,286,160,-71.63%,564,#DIV/0!,0,#DIV/0!,0
1145,勇利航业,-0.184,0,9.88,,-17.77,,-36.84,,-9.71
730,首长四方(集团),-5.966,0,9.79,,-84.23,,-78.1,,12.26
1509,和美医疗,11.111,0,33.95,-72.62%,124,-12.68%,142,#DIV/0!,0
1498,培力控股,17.931,0,10.33,-73.29%,38.67,-3.64%,40.13,#DIV/0!,0
556,泛亚环保,14.747,0,24.69,-74.26%,95.91,-5.04%,101,117.95%,46.34
181,闽港控股,0,0,9.33,,1.51,,-2.95,,-548355
406,有利集团,0,78.12,9.3,,-110,,124,,0
1685,博耳电力,1.075,0,-202,-74.72%,-799,-212.54%,710,13.96%,623
15,盈信控股,1.674,508,188,-76.99%,817,437.50%,152,#DIV/0!,0
1213,万保刚集团,0,-3.39,8.99,,18.21,,19.84,,0
1332,中国透云,2.571,0,-249,-77.53%,-1108,-532.81%,256,1845.29%,13.16
1366,江南集团,3.061,0,145,-77.86%,655,-24.71%,870,14.78%,758
183,宏辉集团,-9.429,0,8.12,,-40.87,,-25.6,,44.71
732,信利国际,6.1,0,187,-78.56%,872,-22.35%,1123,-30.76%,1622
1699,普甜食品,-22.375,0,7.9,,18.17,,-8.11,,60.4
1536,煜荣集团,0,2.92,7.9,,0,,0,,0
1380,中国金石,0,0,7.8,,-125,,-199,,-31.77
1380,中国金石,0,0,7.8,,-125,,-199,,-31.77
1380,中国金石,0,0,7.8,,-125,,-199,,-31.77
1380,中国金石,0,0,7.8,,-125,,-199,,-31.77
333,黛丽斯国际,11,0,8.45,-78.84%,39.94,-5.20%,42.13,-8.15%,45.87
1629,盟科控股,0,0,6.96,,-5.54,,0,,0
1201,天臣控股,12.5,0,18.35,-79.23%,88.36,-14.21%,103,21.95%,84.46
2086,龙杰智能卡,0,0,6.83,,-17.83,,24.39,,27.4
2086,龙杰智能卡,0,0,6.83,,-17.83,,24.39,,27.4
2086,龙杰智能卡,0,0,6.83,,-17.83,,24.39,,27.4
2086,龙杰智能卡,0,0,6.83,,-17.83,,24.39,,27.4
1027,中国集成控股,0,0,6.71,,13.51,,50.03,,102
2336,海亮国际,-36,0,6.32,,-20.2,,-22.2,,-12.85
199,德祥地产,1.324,184,303,-79.36%,1468,78.16%,824,#DIV/0!,0
499,青岛控股,-32.609,7.92,6.14,,-11.3,,7.42,,0
43,卜蜂国际,8.75,0,86.73,-79.45%,422,-2.76%,434,13.02%,384
2031,澳至尊,0,14.88,5.65,,0,,0,,0
2342,京信通信,12.299,0,50.82,-79.83%,252,-23.40%,329,62.87%,202
1583,亲亲食品,0,0,5.36,,41.9,,0,,0
768,开明投资,-8.7,-19.68,4.83,,-10.17,,66.88,,0
3322,永嘉集团,3.49,0,37.31,-80.87%,195,-33.45%,293,640.46%,39.57
655,香港华人有限公司,11.961,330,49.8,-82.09%,278,-31.86%,408,#DIV/0!,0
330,思捷环球,193.636,0,-102,-82.89%,-596,-83.82%,-3683,-1120.22%,361
346,延长石油国际,-0.273,0,3.73,,-274,,-4609,,-4577
1358,普华和顺,11.007,0,44.68,-83.99%,279,12.50%,248,15.89%,214
2343,太平洋航运,-10.539,0,3.26,,-85.56,,-17.36,,-284
328,ALCO HOLDINGS,1.466,-70.09,78.27,-84.98%,521,341.53%,118,#DIV/0!,0
187,京城机电股份,-4.467,0,3.03,,-198,,-298,,-63.91
982,卓智控股,0,0,2.79,,6.81,,17.38,,19.82
557,CITY E-SOLUTION,-8.333,0,2.62,,-69.4,,-48,,-24.27
1164,中广核矿业,6.081,0,67.75,-85.40%,464,33.33%,348,995.37%,31.77
822,嘉瑞国际,-5.282,0,2.42,,122,,-62.96,,99.33
1462,金诚控股,406,210,3.53,-85.56%,24.45,-49.14%,48.07,#DIV/0!,0
840,天业节水,-22.813,0,2.19,,-62.48,,-11.97,,1.91
3332,中生联合,3.402,0,14.09,-88.26%,120,-35.14%,185,32.14%,140
1362,新龙移动,0,0,1.9,,-7.77,,2.98,,-13.3
1786,铁建装备,4.752,0,64.43,-88.37%,554,5.32%,526,#DIV/0!,0
200,新濠国际发展,334.848,0,1130,-88.62%,9929,10683.01%,92.08,-93.58%,1435
2308,研祥智能,4.685,0,39.72,-89.09%,364,37.36%,265,110.32%,126
1172,勤达集团国际,8.214,18.3,9.64,-89.72%,93.73,-1126.62%,-9.13,#DIV/0!,0
439,光启科学,150,0,74.55,-89.88%,737,7435.79%,9.78,-106.39%,-153
687,香港国际建投,3.744,0,95.47,-89.97%,952,15.67%,823,#DIV/0!,0
645,安域亚洲,0,-1.8,1.11,,-13.4,,1.69,,0
1439,中华包装控股,4.39,0,4.05,-91.70%,48.79,-37.62%,78.22,0.57%,77.78
211,STYLAND HOLD,0,-17.35,1.08,,-5.76,,94.08,,0
1718,宏基集团控股,32.353,-63.2,2.56,-92.31%,33.3,#DIV/0!,0,#DIV/0!,0
3389,亨得利,9.722,0,36.07,-92.41%,475,-14.10%,553,-46.47%,1033
1808,企展控股,24,0,-21.86,-92.59%,-295,-1653.45%,18.99,-15.94%,22.59
1561,万辉化工,22.917,0,3.16,-93.39%,47.84,-7.64%,51.8,#DIV/0!,0
1203,广南（集团）,12.192,0,5.52,-93.45%,84.3,-3.33%,87.2,-45.16%,159
1655,OKURA HOLDINGS,0,0,0,,0,,0,,0
888,路讯通,-27.778,0,-1.34,,-42.1,,-41.14,,48.09
770,SHANGHAI GROWTH,0,0,-1.42,,-1.51,,-3.89,,2.2
76,南海石油,-0.655,0,-1.48,,-31.61,,-8.12,,-23.33
1822,弘达金融控股,-315,0,-1.54,,-19.39,,-4.72,,-46.03
1243,宏安地产,30,2005,24.21,-93.84%,393,#DIV/0!,0,#DIV/0!,0
1010,太睿国际控股,-30,0,-2.64,,-4.9,,-25.8,,17.27
1243,宏安地产,30,2005,24.21,-93.84%,393,#DIV/0!,0,#DIV/0!,0
1243,宏安地产,30,2005,24.21,-93.84%,393,#DIV/0!,0,#DIV/0!,0
442,KTL INT'L,0,-33.58,-3.92,,2.62,,48.12,,0
318,黄河实业,0,0,-4.24,,8.73,,-6.26,,-32.38
299,新体育,-126.667,0,-4.28,,-709,,-31.5,,-45.65
248,香港通讯国际控股,-6.96,5.68,-4.38,,-22.72,,-3.42,,0
979,绿色能源科技集团,-5.368,0,-4.4,,-36.83,,-43.15,,-37.16
3816,ＫＦＭ金德,-5.921,39.42,-4.42,,-29.32,,51.58,,0
37,远东酒店实业,-19.444,10.06,-4.78,,-10.55,,-68.02,,0
776,帝国集团环球控股,-119.167,0,-5,,-13.57,,-5.86,,-2.63
1220,志道国际,-14.5,3.84,-5.04,,-73.13,,-6.04,,0
953,邵氏兄弟控股,0,0,-5.07,,-38.81,,-106,,-165
1007,大庆乳业,-75.667,0,-5.1,,-8.84,,-3.41,,-2.62
1079,松景科技,-12.222,0,-5.26,,-6.98,,-5.77,,1.03
627,佑威国际,-104,0,-5.66,,-2.65,,3.8,,17.47
765,威发国际集团,-37.308,0,-5.69,,36.87,,-10.71,,13.84
1160,大唐投资国际,0,-10.44,-5.98,,-11.92,,1.13,,0
1632,膳源控股,0,-1.75,-6.15,,0,,0,,0
471,中播控股,-0.389,0,-6.26,,-16.74,,-21.66,,-2.12
1683,皇中国际,0,0,-6.29,,28.28,,25.05,,0
1108,洛阳玻璃股份,-6.589,0,-6.49,,-80.26,,-184,,-63.26
339,安利时投资,-2.66,0,-6.59,,-13.04,,-19.7,,645136
277,太兴置业,0,123,-6.95,,-40.55,,252,,0
1241,双桦控股,-5.764,0,-7.12,,-16.95,,-43.38,,12.65
926,碧生源,-8.824,0,-7.18,,-70.67,,64.44,,54.51
918,第一德胜控股,-5.455,16.85,-7.53,,-20.62,,3.43,,0
1803,北京体育文化,-53.8,0,-7.89,,-50.51,,-35.1,,23.28
2011,KEE,0,0,-8.33,,31.66,,7.18,,6.55
657,环科国际,0,-8.95,-9.01,,-9.3,,-4.71,,0
102,凯升控股,-13.448,0,-9.85,,-7.96,,-85.37,,-78.87
2088,西王置业,-18.333,0,-9.91,,-14.89,,-20.44,,-87.76
936,鹏程亚洲,-17.885,0,-9.93,,-75.71,,-43.4,,-10.96
401,万嘉集团,-6.667,-35.87,-9.93,,4.06,,-757,,0
2878,SOLOMON SYSTECH,-14.318,0,-10.3,,-7.38,,-6.43,,-2.98
60,香港食品投资,-15.833,77.78,-10.7,,-15.83,,21.36,,0
2322,仁瑞投资,-80,-47.83,-10.77,,-15.17,,8.82,,0
1152,新融宇集团,0,0,-10.84,,-42.37,,-75.67,,-20.93
1682,高锐中国物联,-11.458,8,-11.44,,-24.78,,-3.57,,0
365,紫光控股,-337.5,0,-11.82,,-8.87,,4.32,,0
2183,利福地产,-169.189,0,-12.95,,-30.75,,18.35,,-13.65
422,越南制造加工出口,0,0,-13.21,,-3.27,,-11.01,,-15.54
600,中国基建投资,0,0,-13.6,,-16.24,,-5.76,,15.31
1243,宏安地产,30,2005,24.21,-93.84%,393,#DIV/0!,0,#DIV/0!,0
204,中国投资开发,-7,-19.37,-14.71,,-23.97,,-88.89,,0
3663,协众国际控股,0,0,-15.14,,61.49,,69.21,,65.13
128,安宁控股,-14.308,0,-15.91,,-7.78,,-111,,4.8
383,中国医疗网络,-4.032,0,-16.13,,-775,,156,,898
309,新华通讯频媒,-6.818,-36.54,-16.21,,-59.81,,-1.39,,0
3683,荣丰联合控股,-6.81,3.25,-16.59,,-38.08,,-35.24,,0
352,富阳,-48.214,0,-16.64,,-5.45,,-8.67,,-5.06
264,中玺国际,-17.711,0,-16.68,,-26.23,,-25.23,,0
1878,南戈壁－Ｓ,-0.154,0,-16.77,,-38.11,,-167,,-82.73
274,中富资源,-2.833,0,-17.42,,22.9,,-13.88,,-915
485,中国华星,-6.643,-24.11,-17.45,,-14.5,,-246,,0
